mes,semana_category,site,platform,CVR_GENERAL,STEP_1,STEP_2,STEP_3,trafico
fuera_de_rango,semana_1_abril,MLA,/mobile/ios,0.656893917,0.848837368,0.822729867,0.940618436,146564
fuera_de_rango,semana_1_abril,MLA,/web/desktop,0.719812143,0.854726358,0.875798997,0.961584887,95179
Abril,semana_1_abril,MLA,/mobile/ios,0.641036415,0.84378585,0.807410307,0.940927525,723494
Abril,semana_1_abril,MLA,/web/mobile,0.431609473,0.735671072,0.644910627,0.909720027,60001
fuera_de_rango,semana_1_abril,MLB,/web/desktop,0.681736396,0.828159705,0.859916954,0.957295182,312901
Abril,semana_1_abril,MLB,/mobile/android,0.504905319,0.791124001,0.698901183,0.913165742,11980668
fuera_de_rango,semana_1_abril,MLB,/mobile/ios,0.591966523,0.825348998,0.771499352,0.929659589,881810
Abril,semana_1_abril,MLB,/web/desktop,0.668391008,0.828779627,0.84494301,0.954474026,1449442
Abril,semana_1_abril,MLB,/web/mobile,0.399502088,0.716555561,0.63270939,0.881180551,375167
fuera_de_rango,semana_1_abril,MLB,/web/mobile,0.413591641,0.71587243,0.648460797,0.890948067,62303
Abril,semana_1_abril,MLB,/mobile/ios,0.575832754,0.823304316,0.755299069,0.92601287,5104239
fuera_de_rango,semana_1_abril,MLB,/mobile/android,0.511780056,0.789070905,0.706559611,0.917948928,1967775
fuera_de_rango,semana_1_abril,MLC,/web/desktop,0.730393977,0.83660241,0.90928534,0.960147339,29621
Abril,semana_1_abril,MLC,/mobile/ios,0.710647412,0.839537597,0.884748189,0.956740913,339444
fuera_de_rango,semana_1_abril,MLC,/web/mobile,0.477941176,0.705182073,0.71102284,0.953212291,5712
Abril,semana_1_abril,MLC,/web/mobile,0.482207698,0.714216551,0.710889459,0.949734369,28917
Abril,semana_1_abril,MLC,/web/desktop,0.728864489,0.834042588,0.90949279,0.960858207,123134
fuera_de_rango,semana_1_abril,MLC,/mobile/ios,0.711345134,0.848801255,0.88124527,0.95099351,66945
Abril,semana_1_abril,MLC,/mobile/android,0.663564439,0.810695043,0.854919775,0.957414992,660923
fuera_de_rango,semana_1_abril,MLC,/mobile/android,0.669492527,0.82132474,0.855110557,0.953253834,126923
fuera_de_rango,semana_1_abril,MLM,/web/desktop,0.686722247,0.829837648,0.858671743,0.963742056,56975
fuera_de_rango,semana_1_abril,MLM,/mobile/android,0.577722616,0.788462576,0.785395528,0.932931723,778718
Abril,semana_1_abril,MLM,/mobile/ios,0.602659006,0.804351819,0.809699698,0.925340617,1900033
Abril,semana_1_abril,MLM,/mobile/android,0.568315397,0.786068299,0.776656214,0.930894189,4595677
Abril,semana_1_abril,MLM,/web/mobile,0.468371652,0.710590681,0.733090956,0.899110837,65416
fuera_de_rango,semana_1_abril,MLM,/mobile/ios,0.613104557,0.810613459,0.817067023,0.925684627,332785
fuera_de_rango,semana_1_abril,MLM,/web/mobile,0.47110994,0.712943449,0.730878187,0.904111898,11388
Abril,semana_1_abril,MLM,/web/desktop,0.690591731,0.83477169,0.859403004,0.962624241,282730
fuera_de_rango,semana_1_abril,MLU,/mobile/ios,0.671103271,0.833948044,0.843765023,0.953737466,12472
fuera_de_rango,semana_1_abril,MLU,/web/mobile,0.557768924,0.784860558,0.756345178,0.939597315,753
fuera_de_rango,semana_1_abril,MLU,/mobile/android,0.656791528,0.832180991,0.829310617,0.95168347,22852
Abril,semana_1_abril,MLU,/mobile/ios,0.674813733,0.837224251,0.844925665,0.953945602,68450
Abril,semana_1_abril,MLU,/web/mobile,0.552405908,0.780609814,0.759536161,0.931699478,4198
Abril,semana_1_abril,MLU,/web/desktop,0.724498079,0.825315223,0.907612616,0.967201271,18479
fuera_de_rango,semana_1_abril,MLU,/web/desktop,0.725330857,0.826561412,0.905337079,0.969283276,4307
Abril,semana_1_abril,MLU,/mobile/android,0.661899868,0.828975187,0.836879998,0.954086114,136220
Abril,semana_1_abril,MPE,/web/desktop,0.499598071,0.779823151,0.693639831,0.923614207,12440
fuera_de_rango,semana_1_abril,MPE,/mobile/ios,0.513234078,0.82216708,0.688631791,0.906501096,2418
fuera_de_rango,semana_1_abril,MPE,/web/mobile,0.352272727,0.787878788,0.532051282,0.840361446,792
Abril,semana_1_abril,MPE,/mobile/ios,0.464130435,0.81615942,0.638284649,0.890944499,13800
fuera_de_rango,semana_1_abril,MPE,/web/desktop,0.525139665,0.784916201,0.719877987,0.929378531,2506
fuera_de_rango,semana_1_abril,MPE,/mobile/android,0.419222379,0.769536764,0.622811406,0.874698795,7793
Abril,semana_1_abril,MPE,/mobile/android,0.376466499,0.765859911,0.572012141,0.859353303,46028
Abril,semana_1_abril,MPE,/web/mobile,0.345888121,0.784711388,0.525134905,0.839372634,4487
Abril,semana_1_mayo,MCO,/mobile/android,0.488397005,0.763181408,0.756046131,0.846441435,202577
Mayo,semana_1_mayo,MCO,/mobile/android,0.480176576,0.757332046,0.75128873,0.843932598,144980
Mayo,semana_1_mayo,MCO,/web/desktop,0.669809079,0.793353403,0.875031205,0.96485222,25246
Mayo,semana_1_mayo,MCO,/web/mobile,0.398858394,0.686683869,0.646891369,0.897905298,12789
Abril,semana_1_mayo,MCO,/web/desktop,0.675448584,0.798752163,0.87638976,0.964901438,43916
Mayo,semana_1_mayo,MCO,/mobile/ios,0.580390458,0.815465085,0.834538546,0.852841827,60032
Abril,semana_1_mayo,MCO,/web/mobile,0.41151636,0.695262109,0.657670574,0.899974352,17054
Abril,semana_1_mayo,MCO,/mobile/ios,0.590348771,0.822058319,0.837944609,0.857019539,87450
Mayo,semana_1_mayo,MEC,/mobile/android,0.124053372,0.641904075,0.349438202,0.553054662,2773
Abril,semana_1_mayo,MEC,/mobile/android,0.142417582,0.670549451,0.388725008,0.546374368,4550
Abril,semana_1_mayo,MEC,/web/desktop,0.298621746,0.653139357,0.512309496,0.892448513,1306
Mayo,semana_1_mayo,MEC,/mobile/ios,0.173374613,0.710526316,0.394335512,0.61878453,646
Mayo,semana_1_mayo,MEC,/web/mobile,0.154121864,0.623655914,0.281609195,0.87755102,558
Mayo,semana_1_mayo,MEC,/web/desktop,0.317016317,0.645687646,0.534296029,0.918918919,429
Abril,semana_1_mayo,MEC,/mobile/ios,0.167360533,0.71856786,0.455388181,0.511450382,1201
Abril,semana_1_mayo,MEC,/web/mobile,0.153196622,0.670687575,0.251798561,0.907142857,829
Abril,semana_1_mayo,MLA,/web/desktop,0.685421655,0.831072094,0.861729087,0.957080283,270648
Abril,semana_1_mayo,MLA,/mobile/ios,0.627509289,0.833105072,0.80053377,0.940894052,473142
Abril,semana_1_mayo,MLA,/mobile/android,0.545188171,0.809632881,0.728615816,0.924186654,1821428
Mayo,semana_1_mayo,MLA,/mobile/android,0.531452436,0.803593524,0.716624146,0.922861516,1236502
Mayo,semana_1_mayo,MLA,/web/mobile,0.392935445,0.709744214,0.610205366,0.907284147,24630
Mayo,semana_1_mayo,MLA,/web/desktop,0.673031292,0.826785572,0.848973381,0.958844749,125590
Abril,semana_1_mayo,MLA,/web/mobile,0.418167267,0.720259532,0.635064884,0.914203587,34986
Mayo,semana_1_mayo,MLA,/mobile/ios,0.612405763,0.82511243,0.789141965,0.940526422,305745
Abril,semana_1_mayo,MLB,/mobile/ios,0.567312597,0.811513777,0.756174541,0.924494813,3397113
Abril,semana_1_mayo,MLB,/web/desktop,0.658913193,0.81007242,0.85185843,0.954853911,1014771
Mayo,semana_1_mayo,MLB,/mobile/android,0.480038531,0.768095285,0.684530139,0.912995055,5464628
Mayo,semana_1_mayo,MLB,/web/mobile,0.383612147,0.700481308,0.621527107,0.881121353,162474
Mayo,semana_1_mayo,MLB,/web/desktop,0.646806696,0.804895111,0.839333063,0.957416454,450286
Abril,semana_1_mayo,MLB,/mobile/android,0.490488678,0.775059038,0.693367332,0.912705833,7787719
Mayo,semana_1_mayo,MLB,/mobile/ios,0.554564681,0.802798927,0.745960301,0.926039918,2222280
Abril,semana_1_mayo,MLB,/web/mobile,0.392067773,0.706881303,0.631635438,0.878108462,230654
Abril,semana_1_mayo,MLC,/web/mobile,0.476638943,0.706457926,0.708708449,0.951997069,16352
Mayo,semana_1_mayo,MLC,/web/mobile,0.471269957,0.707026501,0.70609812,0.943993506,12339
Mayo,semana_1_mayo,MLC,/mobile/ios,0.685231404,0.816330942,0.876790486,0.957359765,152655
Abril,semana_1_mayo,MLC,/web/desktop,0.714931454,0.817768641,0.9108641,0.959799162,80749
Mayo,semana_1_mayo,MLC,/mobile/android,0.641471222,0.789612826,0.846853321,0.95930076,294286
Abril,semana_1_mayo,MLC,/mobile/android,0.646107204,0.793658566,0.850931309,0.956701318,404388
Mayo,semana_1_mayo,MLC,/web/desktop,0.718017044,0.819930114,0.91154648,0.960680771,39779
Abril,semana_1_mayo,MLC,/mobile/ios,0.688650056,0.819789717,0.880751649,0.953767798,214283
Mayo,semana_1_mayo,MLM,/mobile/ios,0.592033244,0.798897192,0.802469886,0.923477793,886283
Abril,semana_1_mayo,MLM,/mobile/android,0.56124794,0.781583088,0.771735543,0.930488702,3248297
Abril,semana_1_mayo,MLM,/web/desktop,0.673272562,0.823707484,0.850503563,0.96104067,206129
Abril,semana_1_mayo,MLM,/web/mobile,0.46427844,0.708366336,0.726215577,0.902516277,44189
Mayo,semana_1_mayo,MLM,/web/desktop,0.675136687,0.825531999,0.850434783,0.961649438,101692
Abril,semana_1_mayo,MLM,/mobile/ios,0.59990374,0.801446408,0.810576276,0.923449594,1352592
Mayo,semana_1_mayo,MLM,/mobile/android,0.554716093,0.777507709,0.767231112,0.929907727,2248397
Mayo,semana_1_mayo,MLM,/web/mobile,0.459330918,0.70887796,0.715472387,0.905651952,30908
Mayo,semana_1_mayo,MLU,/web/mobile,0.548766816,0.786434978,0.751247327,0.928842505,1784
Abril,semana_1_mayo,MLU,/web/desktop,0.698672784,0.808864493,0.896080219,0.963942579,12206
Abril,semana_1_mayo,MLU,/mobile/android,0.635889779,0.826051653,0.810983924,0.949210197,76356
Abril,semana_1_mayo,MLU,/web/mobile,0.526431718,0.763876652,0.732987313,0.940204563,2270
Mayo,semana_1_mayo,MLU,/web/desktop,0.707286234,0.813339655,0.898173339,0.968195586,6327
Mayo,semana_1_mayo,MLU,/mobile/android,0.637947034,0.820311942,0.816194226,0.952822645,56036
Abril,semana_1_mayo,MLU,/mobile/ios,0.649887816,0.829333724,0.826618832,0.947990039,41004
Mayo,semana_1_mayo,MLU,/mobile/ios,0.64703154,0.820750678,0.830681621,0.949029253,28028
Abril,semana_1_mayo,MPE,/web/desktop,0.486489648,0.777751784,0.688374192,0.908673804,8549
Abril,semana_1_mayo,MPE,/mobile/ios,0.46011717,0.806669671,0.660055866,0.864155734,8876
Abril,semana_1_mayo,MPE,/web/mobile,0.362992126,0.764566929,0.567456231,0.836660617,2540
Abril,semana_1_mayo,MPE,/mobile/android,0.370393268,0.752773484,0.592508099,0.830432774,29115
Mayo,semana_1_mayo,MPE,/web/mobile,0.342975207,0.754132231,0.547260274,0.831038798,1936
Mayo,semana_1_mayo,MPE,/mobile/ios,0.494215415,0.788496008,0.692705104,0.904832936,6137
Mayo,semana_1_mayo,MPE,/mobile/android,0.389278411,0.740383679,0.610877285,0.860695446,20538
Mayo,semana_1_mayo,MPE,/web/desktop,0.489915174,0.752497644,0.702905812,0.926229508,5305
Abril,semana_2_abril,MCO,/mobile/ios,0.599902317,0.815773551,0.851260422,0.863870169,137179
Abril,semana_2_abril,MCO,/web/desktop,0.690105814,0.802403819,0.88876944,0.967684058,69556
Abril,semana_2_abril,MCO,/web/mobile,0.421620888,0.693783316,0.672359793,0.903850353,29453
Abril,semana_2_abril,MCO,/mobile/android,0.490588858,0.753492948,0.769603114,0.84600255,319143
Abril,semana_2_abril,MEC,/mobile/android,0.13476446,0.605048698,0.378120894,0.589052997,5031
Abril,semana_2_abril,MEC,/mobile/ios,0.162460568,0.712933754,0.430309735,0.529562982,1268
Abril,semana_2_abril,MEC,/web/mobile,0.144480519,0.681818182,0.254761905,0.831775701,1232
Abril,semana_2_abril,MEC,/web/desktop,0.281767956,0.647790055,0.478678038,0.908685969,1448
Abril,semana_2_abril,MLA,/web/mobile,0.427503277,0.728137289,0.649337767,0.904181283,74762
Abril,semana_2_abril,MLA,/mobile/android,0.567117315,0.823929542,0.746044909,0.922609371,3518563
Abril,semana_2_abril,MLA,/mobile/ios,0.643338099,0.842959101,0.812304795,0.939536704,891825
Abril,semana_2_abril,MLA,/web/desktop,0.707717928,0.847335922,0.870871609,0.959070309,514024
Abril,semana_2_abril,MLB,/web/desktop,0.67273683,0.826496473,0.85223206,0.955094474,1771232
Abril,semana_2_abril,MLB,/web/mobile,0.41244009,0.715418805,0.648544871,0.888915527,413534
Abril,semana_2_abril,MLB,/mobile/android,0.513747044,0.792206258,0.708059835,0.915885339,14013449
Abril,semana_2_abril,MLB,/mobile/ios,0.58756295,0.823787973,0.76915934,0.927305078,5937614
Abril,semana_2_abril,MLC,/mobile/ios,0.714323466,0.836118957,0.88890135,0.96111041,351926
Abril,semana_2_abril,MLC,/web/mobile,0.478958261,0.710727837,0.707629586,0.952331962,28990
Abril,semana_2_abril,MLC,/mobile/android,0.658943713,0.802605934,0.85438899,0.960926808,667016
Abril,semana_2_abril,MLC,/web/desktop,0.729721811,0.828530829,0.914981081,0.962579349,136526
Abril,semana_2_abril,MLM,/web/desktop,0.687809628,0.833201571,0.857154371,0.96307282,327611
Abril,semana_2_abril,MLM,/mobile/ios,0.602224918,0.804544385,0.809913385,0.924208878,2168170
Abril,semana_2_abril,MLM,/mobile/android,0.566036879,0.787850951,0.773517219,0.928818117,5238270
Abril,semana_2_abril,MLM,/web/mobile,0.467760307,0.709009334,0.73310738,0.899919829,71992
Abril,semana_2_abril,MLU,/web/desktop,0.723729805,0.827415508,0.906668117,0.964727055,22221
Abril,semana_2_abril,MLU,/mobile/android,0.660871058,0.830556315,0.835368047,0.952510537,157303
Abril,semana_2_abril,MLU,/mobile/ios,0.672258195,0.836091232,0.844567564,0.95202431,79227
Abril,semana_2_abril,MLU,/web/mobile,0.536763217,0.76524205,0.742456326,0.944741533,4937
Abril,semana_2_abril,MPE,/web/desktop,0.462747023,0.792807168,0.643546473,0.906976744,24441
Abril,semana_2_abril,MPE,/mobile/android,0.360609692,0.790951989,0.562642045,0.81031726,80106
Abril,semana_2_abril,MPE,/web/mobile,0.342455939,0.789654678,0.544002903,0.797198132,6979
Abril,semana_2_abril,MPE,/mobile/ios,0.438131063,0.84050683,0.623639704,0.835851337,25255
Mayo,semana_2_mayo,MCO,/web/desktop,0.670762034,0.799309075,0.872155794,0.962187386,74393
Mayo,semana_2_mayo,MCO,/mobile/ios,0.589742702,0.821096059,0.836702693,0.858415283,144463
Mayo,semana_2_mayo,MCO,/web/mobile,0.380313354,0.690589008,0.612560725,0.899027062,28913
Mayo,semana_2_mayo,MCO,/mobile/android,0.461181292,0.764745178,0.755746451,0.797955767,333821
Mayo,semana_2_mayo,MEC,/mobile/android,0.169974246,0.655658234,0.376848429,0.687921521,6601
Mayo,semana_2_mayo,MEC,/web/mobile,0.12732688,0.612062547,0.243309002,0.855,1343
Mayo,semana_2_mayo,MEC,/mobile/ios,0.213660245,0.739054291,0.425750395,0.67903525,1713
Mayo,semana_2_mayo,MEC,/web/desktop,0.309931507,0.683789954,0.495826377,0.914141414,1752
Mayo,semana_2_mayo,MLA,/mobile/android,0.552297801,0.81901556,0.73284013,0.920178154,3461723
Mayo,semana_2_mayo,MLA,/mobile/ios,0.621255707,0.840831638,0.788996422,0.936453706,926076
Mayo,semana_2_mayo,MLA,/web/mobile,0.419714014,0.730457174,0.635523958,0.904121475,69514
Mayo,semana_2_mayo,MLA,/web/desktop,0.686772246,0.836345948,0.856936698,0.958248256,491323
Mayo,semana_2_mayo,MLB,/mobile/android,0.517272684,0.790586094,0.711401213,0.919720299,14593071
Mayo,semana_2_mayo,MLB,/web/mobile,0.413713089,0.719026323,0.648907812,0.886689302,421043
Mayo,semana_2_mayo,MLB,/mobile/ios,0.584615084,0.820606109,0.765363064,0.930824427,6191727
Mayo,semana_2_mayo,MLB,/web/desktop,0.66668345,0.817964226,0.850290826,0.95855684,1807381
Mayo,semana_2_mayo,MLC,/mobile/android,0.66667214,0.808000405,0.859730354,0.95970657,730788
Mayo,semana_2_mayo,MLC,/web/mobile,0.493134589,0.716117769,0.723219727,0.952161794,29787
Mayo,semana_2_mayo,MLC,/mobile/ios,0.707746926,0.832767877,0.886881002,0.958271729,393782
Mayo,semana_2_mayo,MLC,/web/desktop,0.72668014,0.824746677,0.916297275,0.961581993,144973
Mayo,semana_2_mayo,MLM,/mobile/android,0.559693438,0.787929678,0.766221682,0.927061017,5627704
Mayo,semana_2_mayo,MLM,/mobile/ios,0.59657456,0.807912365,0.801911167,0.920818876,2335408
Mayo,semana_2_mayo,MLM,/web/mobile,0.470731707,0.71802168,0.723834686,0.90572531,73800
Mayo,semana_2_mayo,MLM,/web/desktop,0.673708183,0.82803804,0.847299153,0.960250986,347321
Mayo,semana_2_mayo,MLU,/web/mobile,0.530703387,0.769259397,0.73633285,0.936925099,5374
Mayo,semana_2_mayo,MLU,/web/desktop,0.696132597,0.822877021,0.884368628,0.956585311,24435
Mayo,semana_2_mayo,MLU,/mobile/android,0.649556802,0.835153594,0.818636731,0.95007864,172045
Mayo,semana_2_mayo,MLU,/mobile/ios,0.653306301,0.837692719,0.8238384,0.946651386,89768
Mayo,semana_2_mayo,MPE,/mobile/android,0.385755574,0.759620149,0.604087401,0.840651431,48440
Mayo,semana_2_mayo,MPE,/web/desktop,0.492767733,0.774269819,0.69148554,0.92037927,14380
Mayo,semana_2_mayo,MPE,/web/mobile,0.354034345,0.757233592,0.562286424,0.831491713,4251
Mayo,semana_2_mayo,MPE,/mobile/ios,0.477234181,0.807501631,0.669520963,0.882722008,15330
Abril,semana_3_abril,MCO,/web/mobile,0.388448249,0.673001414,0.64504084,0.894808249,25468
Abril,semana_3_abril,MCO,/mobile/android,0.465085486,0.726467806,0.756572161,0.846186429,274900
Abril,semana_3_abril,MCO,/mobile/ios,0.585813069,0.802803257,0.841594243,0.867056053,112512
Abril,semana_3_abril,MCO,/web/desktop,0.673508507,0.791837174,0.879722562,0.96685527,46430
Abril,semana_3_abril,MEC,/web/desktop,0.255742726,0.627105666,0.459096459,0.888297872,1306
Abril,semana_3_abril,MEC,/mobile/ios,0.143209877,0.684773663,0.402644231,0.519402985,1215
Abril,semana_3_abril,MEC,/mobile/android,0.136563071,0.614259598,0.377083333,0.589581689,5470
Abril,semana_3_abril,MEC,/web/mobile,0.132013201,0.660891089,0.242197253,0.824742268,1212
Abril,semana_3_abril,MLA,/mobile/ios,0.617552225,0.828265801,0.796748262,0.93579956,734414
Abril,semana_3_abril,MLA,/mobile/android,0.532989343,0.804756937,0.723290129,0.915674792,2918685
Abril,semana_3_abril,MLA,/web/desktop,0.684839197,0.829529739,0.862413785,0.957284351,374558
Abril,semana_3_abril,MLA,/web/mobile,0.405751333,0.714522031,0.632547589,0.897741136,59847
Abril,semana_3_abril,MLB,/mobile/ios,0.575756342,0.813624713,0.763173271,0.927238482,5107249
Abril,semana_3_abril,MLB,/web/mobile,0.402974764,0.709099112,0.642797496,0.884090515,354650
Abril,semana_3_abril,MLB,/web/desktop,0.659934226,0.814868841,0.849032204,0.953869094,1397809
Abril,semana_3_abril,MLB,/mobile/android,0.492910197,0.776764074,0.695453952,0.912452558,12468683
Abril,semana_3_abril,MLC,/mobile/ios,0.69138926,0.819105309,0.878168047,0.961181177,313829
Abril,semana_3_abril,MLC,/web/mobile,0.459753359,0.695323273,0.696339529,0.949548377,25381
Abril,semana_3_abril,MLC,/web/desktop,0.717430797,0.818704247,0.911396716,0.961491641,111194
Abril,semana_3_abril,MLC,/mobile/android,0.634287866,0.784482179,0.842616579,0.959562619,594916
Abril,semana_3_abril,MLM,/web/desktop,0.678605112,0.825948088,0.853522559,0.962607786,252350
Abril,semana_3_abril,MLM,/mobile/ios,0.594101438,0.799108134,0.80445002,0.924178765,2031919
Abril,semana_3_abril,MLM,/web/mobile,0.466495103,0.711030095,0.728791748,0.900234515,69945
Abril,semana_3_abril,MLM,/mobile/android,0.557458824,0.780669178,0.768512808,0.929168869,5155518
Abril,semana_3_abril,MLU,/mobile/android,0.619381495,0.805326513,0.810671849,0.94872673,111818
Abril,semana_3_abril,MLU,/mobile/ios,0.64157985,0.818419796,0.824101489,0.951248295,56537
Abril,semana_3_abril,MLU,/web/desktop,0.701991302,0.806363012,0.902450563,0.964667645,13107
Abril,semana_3_abril,MLU,/web/mobile,0.511186025,0.756052712,0.726388326,0.930803571,3263
Abril,semana_3_abril,MPE,/mobile/android,0.3573619,0.732999047,0.580789236,0.839433466,48262
Abril,semana_3_abril,MPE,/web/mobile,0.323200715,0.748770675,0.529552239,0.815107103,4474
Abril,semana_3_abril,MPE,/mobile/ios,0.460958535,0.780983153,0.661840032,0.891799375,12999
Abril,semana_3_abril,MPE,/web/desktop,0.476649619,0.75173975,0.690497435,0.918268454,11927
Mayo,semana_3_mayo,MCO,/mobile/android,0.421858452,0.744461343,0.764671825,0.741053417,324808
Mayo,semana_3_mayo,MCO,/web/mobile,0.399676654,0.683189433,0.650521122,0.899303406,29071
Mayo,semana_3_mayo,MCO,/mobile/ios,0.589224504,0.809830573,0.842471089,0.863637765,142657
Mayo,semana_3_mayo,MCO,/web/desktop,0.671619828,0.788115298,0.881454905,0.966793346,69316
Mayo,semana_3_mayo,MEC,/mobile/android,0.195705024,0.609805511,0.39269103,0.817258883,4936
Mayo,semana_3_mayo,MEC,/web/mobile,0.151563753,0.632718524,0.27756654,0.863013699,1247
Mayo,semana_3_mayo,MEC,/mobile/ios,0.196268657,0.673880597,0.42192691,0.690288714,1340
Mayo,semana_3_mayo,MEC,/web/desktop,0.291164659,0.647255689,0.472595657,0.951859956,1494
Mayo,semana_3_mayo,MLA,/web/desktop,0.671186799,0.850788596,0.82370634,0.957743775,765538
Mayo,semana_3_mayo,MLA,/web/mobile,0.420021903,0.757051748,0.617660645,0.898248376,108661
Mayo,semana_3_mayo,MLA,/mobile/android,0.546162827,0.843116517,0.713689682,0.907664025,5581244
Mayo,semana_3_mayo,MLA,/mobile/ios,0.603025971,0.854914753,0.762880536,0.924605921,1480054
Mayo,semana_3_mayo,MLB,/mobile/android,0.508181971,0.792692095,0.700023652,0.915802895,13883513
Mayo,semana_3_mayo,MLB,/web/desktop,0.668102885,0.822241755,0.848250922,0.95789847,1738361
Mayo,semana_3_mayo,MLB,/web/mobile,0.401784582,0.717961528,0.631879721,0.885640923,386309
Mayo,semana_3_mayo,MLB,/mobile/ios,0.581306698,0.824421531,0.759595111,0.928268987,5971968
Mayo,semana_3_mayo,MLC,/web/desktop,0.722665224,0.82471209,0.910041785,0.962882872,134938
Mayo,semana_3_mayo,MLC,/mobile/android,0.645701298,0.794610999,0.848153298,0.958082114,682427
Mayo,semana_3_mayo,MLC,/mobile/ios,0.69813806,0.82651853,0.880143524,0.959699397,368218
Mayo,semana_3_mayo,MLC,/web/mobile,0.471656616,0.705498404,0.703891794,0.949782127,28190
Mayo,semana_3_mayo,MLM,/mobile/android,0.554694987,0.786751502,0.762222417,0.924985539,5906949
Mayo,semana_3_mayo,MLM,/web/mobile,0.458818263,0.721588438,0.704152709,0.902992776,78190
Mayo,semana_3_mayo,MLM,/web/desktop,0.673291865,0.823948824,0.849464524,0.961961925,350631
Mayo,semana_3_mayo,MLM,/mobile/ios,0.592928611,0.807117917,0.798220943,0.920327291,2450155
Mayo,semana_3_mayo,MLU,/mobile/ios,0.667902124,0.839742994,0.833995157,0.953680508,86068
Mayo,semana_3_mayo,MLU,/mobile/android,0.656265991,0.836104586,0.825397996,0.950946059,162201
Mayo,semana_3_mayo,MLU,/web/desktop,0.714303654,0.822805475,0.898707774,0.965977922,23889
Mayo,semana_3_mayo,MLU,/web/mobile,0.539001238,0.773627734,0.740197386,0.941261261,4846
Mayo,semana_3_mayo,MPE,/mobile/android,0.388483813,0.748093829,0.606906154,0.855648344,48002
Mayo,semana_3_mayo,MPE,/mobile/ios,0.492999112,0.806912096,0.679702048,0.898879203,14641
Mayo,semana_3_mayo,MPE,/web/desktop,0.502462703,0.766507245,0.710560626,0.922542595,14009
Mayo,semana_3_mayo,MPE,/web/mobile,0.335983644,0.741253975,0.550107263,0.823955432,4402
Abril,semana_4_abril,MCO,/web/desktop,0.686402799,0.801967242,0.8840407,0.968166736,68014
Abril,semana_4_abril,MCO,/web/mobile,0.411706067,0.695813159,0.655341793,0.902873204,28088
Abril,semana_4_abril,MCO,/mobile/android,0.495280968,0.753187077,0.771486471,0.852354907,310551
Abril,semana_4_abril,MCO,/mobile/ios,0.6054082,0.82001063,0.852582885,0.865948783,137347
Abril,semana_4_abril,MEC,/web/mobile,0.146280992,0.661983471,0.254681648,0.867647059,1210
Abril,semana_4_abril,MEC,/web/desktop,0.288958991,0.654258675,0.481195757,0.917835671,1585
Abril,semana_4_abril,MEC,/mobile/android,0.149779736,0.625198238,0.374295378,0.640060241,5675
Abril,semana_4_abril,MEC,/mobile/ios,0.163366337,0.717114569,0.427021696,0.533487298,1414
Abril,semana_4_abril,MLA,/mobile/android,0.535397376,0.810958205,0.719099581,0.918097343,3170574
Abril,semana_4_abril,MLA,/mobile/ios,0.624273462,0.83728101,0.795170606,0.93765552,826351
Abril,semana_4_abril,MLA,/web/desktop,0.682757805,0.831000032,0.858285386,0.957268823,464935
Abril,semana_4_abril,MLA,/web/mobile,0.415873662,0.724409942,0.632551206,0.907572497,63892
